invoice,stockcode,description,quantity,invoicedate,price,customer_id,country,total_sales,year,month,month_name,day_of_week,hour,quarter
556263,22725,Alarm Clock Bakelike Chocolate,1,2011-06-09 18:41:00,3.75,13969,United Kingdom,3.75,2011,6,Jun,Thursday,18,2
556267,15039,Sandalwood Fan,250,2011-06-09 19:33:00,0.53,13694,United Kingdom,42.075,2011,6,Jun,Thursday,19,2
556285,22661,Charlotte Bag Dolly Girl Design,10,2011-06-10 09:10:00,0.85,13686,United Kingdom,8.5,2011,6,Jun,Friday,9,2
556290,84879,Assorted Colour Bird Ornament,8,2011-06-10 09:23:00,1.69,17088,United Kingdom,13.52,2011,6,Jun,Friday,9,2
556296,22149,Feltcraft 6 Flower Friends,6,2011-06-10 09:44:00,2.1,15114,United Kingdom,12.6,2011,6,Jun,Friday,9,2
556304,22382,Lunch Bag Spaceboy Design,20,2011-06-10 10:29:00,1.65,12840,United Kingdom,33.0,2011,6,Jun,Friday,10,2
556408,22645,Ceramic Heart Fairy Cake Money Bank,4,2011-06-10 11:54:00,1.45,13533,United Kingdom,5.8,2011,6,Jun,Friday,11,2
556441,22996,Travel Card Wallet Vintage Ticket,1,2011-06-10 15:07:00,0.42,14415,United Kingdom,0.42,2011,6,Jun,Friday,15,2
556463,21242,Red Retrospot Plate,8,2011-06-12 10:47:00,1.69,12583,France,13.52,2011,6,Jun,Sunday,10,2
556476,21447,12 Ivory Rose Peg Place Settings,36,2011-06-12 12:08:00,1.25,17175,United Kingdom,42.075,2011,6,Jun,Sunday,12,2
556484,23306,Set Of 36 Doilies Pantry Design,3,2011-06-12 13:17:00,1.45,16938,United Kingdom,4.35,2011,6,Jun,Sunday,13,2
556484,23178,Jam Clock Magnet,2,2011-06-12 13:17:00,2.89,16938,United Kingdom,5.78,2011,6,Jun,Sunday,13,2
556484,22927,Green Giant Garden Thermometer,1,2011-06-12 13:17:00,5.95,16938,United Kingdom,5.95,2011,6,Jun,Sunday,13,2
556485,84912A,Pink Rose Washbag,3,2011-06-12 13:21:00,3.75,17211,United Kingdom,11.25,2011,6,Jun,Sunday,13,2
556494,85099B,Jumbo Bag Red Retrospot,3,2011-06-12 14:57:00,2.08,17802,United Kingdom,6.24,2011,6,Jun,Sunday,14,2
556503,46000S,Polyester Filler Pad 40X40Cm,12,2011-06-13 08:44:00,1.45,13517,United Kingdom,17.4,2011,6,Jun,Monday,8,2
556510,84692,Box Of 24 Cocktail Parasols,25,2011-06-13 10:36:00,0.42,14911,EIRE,10.5,2011,6,Jun,Monday,10,2
556571,21519,Gin & Tonic Diet Greeting Card,12,2011-06-13 13:13:00,0.42,13018,United Kingdom,5.04,2011,6,Jun,Monday,13,2
556578,23306,Set Of 36 Doilies Pantry Design,12,2011-06-13 14:13:00,1.45,12472,Germany,17.4,2011,6,Jun,Monday,14,2
556631,85032B,Blossom Images Gift Wrap Set,12,2011-06-13 14:59:00,0.65,13080,United Kingdom,7.800000000000001,2011,6,Jun,Monday,14,2
556641,23051,Recycled Acapulco Mat Blue,2,2011-06-13 15:44:00,8.25,13663,United Kingdom,16.5,2011,6,Jun,Monday,15,2
556672,21733,Red Hanging Heart T-Light Holder,6,2011-06-13 17:08:00,2.95,13742,United Kingdom,17.700000000000003,2011,6,Jun,Monday,17,2
556809,22755,Small Purple Babushka Notebook,2,2011-06-14 16:48:00,0.85,17179,United Kingdom,1.7,2011,6,Jun,Tuesday,16,2
556845,16161U,Wrap Suki And Friends,25,2011-06-15 11:30:00,0.42,17511,United Kingdom,10.5,2011,6,Jun,Wednesday,11,2
556887,84212,"Assorted Flower Colour ""Leis""",60,2011-06-15 12:36:00,0.65,14606,United Kingdom,39.0,2011,6,Jun,Wednesday,12,2
556905,84596G,Small Chocolates Pink Bowl,1,2011-06-15 13:05:00,0.42,16904,United Kingdom,0.42,2011,6,Jun,Wednesday,13,2
556917,21993,Floral Folk Stationery Set,60,2011-06-15 13:37:00,1.25,12415,Australia,42.075,2011,6,Jun,Wednesday,13,2
556917,23154,Set Of 4 Jam Jar Magnets,120,2011-06-15 13:37:00,1.85,12415,Australia,42.075,2011,6,Jun,Wednesday,13,2
556953,22699,Roses Regency Teacup And Saucer,24,2011-06-16 08:16:00,2.55,14911,EIRE,42.075,2011,6,Jun,Thursday,8,2
556954,21485,Retrospot Heart Hot Water Bottle,3,2011-06-16 08:38:00,4.95,15585,United Kingdom,14.85,2011,6,Jun,Thursday,8,2
556959,71459,Hanging Jam Jar T-Light Holder,36,2011-06-16 09:17:00,0.85,16739,United Kingdom,30.6,2011,6,Jun,Thursday,9,2
556960,21175,Gin + Tonic Diet Metal Sign,12,2011-06-16 09:28:00,2.55,14844,United Kingdom,30.6,2011,6,Jun,Thursday,9,2
556977,21212,Pack Of 72 Retrospot Cake Cases,24,2011-06-16 10:42:00,0.55,17446,United Kingdom,13.2,2011,6,Jun,Thursday,10,2
557007,22356,Charlotte Bag Pink Polkadot,20,2011-06-16 11:30:00,0.85,12484,Spain,17.0,2011,6,Jun,Thursday,11,2
557057,22610,Pens Assorted Funny Face,36,2011-06-16 14:46:00,0.19,16843,United Kingdom,6.84,2011,6,Jun,Thursday,14,2
557069,20719,Woodland Charlotte Bag,10,2011-06-16 15:22:00,0.85,12562,France,8.5,2011,6,Jun,Thursday,15,2
557141,23300,Gardeners Kneeling Pad Cup Of Tea,12,2011-06-17 09:54:00,1.65,16779,United Kingdom,19.8,2011,6,Jun,Friday,9,2
557217,84991,60 Teatime Fairy Cake Cases,24,2011-06-17 12:30:00,0.55,17426,United Kingdom,13.2,2011,6,Jun,Friday,12,2
557217,22960,Jam Making Set With Jars,6,2011-06-17 12:30:00,4.25,17426,United Kingdom,25.5,2011,6,Jun,Friday,12,2
557232,23289,Dolly Girl Childrens Bowl,8,2011-06-17 14:28:00,1.25,12463,Belgium,10.0,2011,6,Jun,Friday,14,2
557232,23291,Dolly Girl Childrens Cup,8,2011-06-17 14:28:00,1.25,12463,Belgium,10.0,2011,6,Jun,Friday,14,2
557250,23028,Drawer Knob Crackle Glaze Blue,3,2011-06-17 15:59:00,1.65,12748,United Kingdom,4.949999999999999,2011,6,Jun,Friday,15,2
557250,22825,Decorative Plant Pot With Frieze,1,2011-06-17 15:59:00,7.95,12748,United Kingdom,7.95,2011,6,Jun,Friday,15,2
557267,15036,Assorted Colours Silk Fan,12,2011-06-19 11:23:00,0.83,16805,United Kingdom,9.96,2011,6,Jun,Sunday,11,2
557275,20675,Blue Polkadot Bowl,8,2011-06-19 11:45:00,1.25,15544,United Kingdom,10.0,2011,6,Jun,Sunday,11,2
557281,84993A,75 Green Petit Four Cases,1,2011-06-19 12:23:00,0.42,13632,United Kingdom,0.42,2011,6,Jun,Sunday,12,2
557305,20979,36 Pencils Tube Red Retrospot,1,2011-06-19 14:42:00,1.25,13568,United Kingdom,1.25,2011,6,Jun,Sunday,14,2
557316,40016,Chinese Dragon Paper Lanterns,24,2011-06-19 16:04:00,0.42,17299,United Kingdom,10.08,2011,6,Jun,Sunday,16,2
557316,15036,Assorted Colours Silk Fan,24,2011-06-19 16:04:00,0.83,17299,United Kingdom,19.92,2011,6,Jun,Sunday,16,2
557320,15056N,Edwardian Parasol Natural,12,2011-06-20 08:50:00,5.95,15854,United Kingdom,42.075,2011,6,Jun,Monday,8,2
557330,22630,Dolly Girl Lunch Box,12,2011-06-20 10:20:00,1.95,14291,United Kingdom,23.4,2011,6,Jun,Monday,10,2
557466,85088,Candy Spot Hand Bag,12,2011-06-20 13:08:00,2.1,13815,Germany,25.200000000000003,2011,6,Jun,Monday,13,2
557473,22813,Pack 3 Boxes Bird Pannetone,12,2011-06-20 13:28:00,1.95,17428,United Kingdom,23.4,2011,6,Jun,Monday,13,2
557492,85212,Mini Painted Garden Decoration,24,2011-06-20 15:08:00,0.29,13717,United Kingdom,6.959999999999999,2011,6,Jun,Monday,15,2
557514,20724,Red Retrospot Charlotte Bag,7,2011-06-20 16:58:00,0.85,14667,United Kingdom,5.95,2011,6,Jun,Monday,16,2
557527,23188,Vintage  2 Meter Folding Ruler,12,2011-06-21 09:44:00,1.65,13941,United Kingdom,19.8,2011,6,Jun,Tuesday,9,2
557621,23110,Parisienne Key Cabinet,2,2011-06-21 14:00:00,5.75,12444,Norway,11.5,2011,6,Jun,Tuesday,14,2
557742,23169,Classic Glass Cookie Jar,6,2011-06-22 11:46:00,4.15,14911,EIRE,24.9,2011,6,Jun,Wednesday,11,2
557744,23301,Gardeners Kneeling Pad Keep Calm,12,2011-06-22 12:09:00,1.65,15194,United Kingdom,19.8,2011,6,Jun,Wednesday,12,2
557746,21175,Gin + Tonic Diet Metal Sign,4,2011-06-22 12:24:00,2.55,15059,United Kingdom,10.2,2011,6,Jun,Wednesday,12,2
557758,22609,Pens Assorted Spaceball,36,2011-06-22 13:28:00,0.19,17585,United Kingdom,6.84,2011,6,Jun,Wednesday,13,2
557764,22170,Picture Frame Wood Triple Portrait,4,2011-06-22 14:21:00,6.75,13089,United Kingdom,27.0,2011,6,Jun,Wednesday,14,2
557787,18097A,Pink Tall Porcelain T-Light Holder,1,2011-06-22 16:16:00,2.55,15041,United Kingdom,2.55,2011,6,Jun,Wednesday,16,2
557793,21172,Party Metal Sign,2,2011-06-22 17:30:00,1.45,14998,United Kingdom,2.9,2011,6,Jun,Wednesday,17,2
557803,22670,French Wc Sign Blue Metal,12,2011-06-23 10:20:00,1.25,12704,Finland,15.0,2011,6,Jun,Thursday,10,2
557805,23300,Gardeners Kneeling Pad Cup Of Tea,12,2011-06-23 10:27:00,1.65,17651,United Kingdom,19.8,2011,6,Jun,Thursday,10,2
557849,22607,Wooden Rounders Garden Set,2,2011-06-23 10:52:00,9.95,17613,United Kingdom,19.9,2011,6,Jun,Thursday,10,2
557858,22197,Popcorn Holder,3,2011-06-23 11:51:00,0.85,14159,United Kingdom,2.55,2011,6,Jun,Thursday,11,2
557859,23064,Cinderella Chandelier,1,2011-06-23 11:55:00,49.95,17709,United Kingdom,42.075,2011,6,Jun,Thursday,11,2
557884,22106,Mirror Mosaic Hurricane Lamp,4,2011-06-23 13:35:00,6.75,17759,United Kingdom,27.0,2011,6,Jun,Thursday,13,2
557886,22439,6 Rocket Balloons,5,2011-06-23 13:39:00,0.65,17799,United Kingdom,3.25,2011,6,Jun,Thursday,13,2
557892,23192,Bundle Of 3 Alphabet Exercise Books,1,2011-06-23 14:11:00,1.65,14534,United Kingdom,1.65,2011,6,Jun,Thursday,14,2
557964,23280,Folding Butterfly Mirror Hot Pink,12,2011-06-24 09:27:00,0.83,15498,United Kingdom,9.96,2011,6,Jun,Friday,9,2
558045,21156,Retrospot Childrens Apron,8,2011-06-24 13:35:00,1.95,12615,France,15.6,2011,6,Jun,Friday,13,2
558073,23035,Drawer Knob Ceramic Ivory,6,2011-06-24 16:21:00,1.45,13004,United Kingdom,8.7,2011,6,Jun,Friday,16,2
558076,22605,Wooden Croquet Garden Set,8,2011-06-24 17:35:00,12.75,14031,United Kingdom,42.075,2011,6,Jun,Friday,17,2
558086,82486,Wood S/3 Cabinet Ant White Finish,2,2011-06-26 11:59:00,8.95,16728,United Kingdom,17.9,2011,6,Jun,Sunday,11,2
558102,22720,Set Of 3 Cake Tins Pantry Design,2,2011-06-26 14:06:00,4.95,17372,United Kingdom,9.9,2011,6,Jun,Sunday,14,2
558103,22729,Alarm Clock Bakelike Orange,6,2011-06-26 14:08:00,3.75,13767,United Kingdom,22.5,2011,6,Jun,Sunday,14,2
558105,21935,Suki  Shoulder Bag,3,2011-06-26 14:54:00,1.65,15644,United Kingdom,4.949999999999999,2011,6,Jun,Sunday,14,2
558113,22624,Ivory Kitchen Scales,2,2011-06-27 08:48:00,8.5,14911,EIRE,17.0,2011,6,Jun,Monday,8,2
558123,23240,Set Of 4 Knick Knack Tins Doiley,6,2011-06-27 10:16:00,4.15,15834,United Kingdom,24.9,2011,6,Jun,Monday,10,2
558183,20836,French Paisley Cushion Cover,6,2011-06-27 12:13:00,0.83,15996,United Kingdom,4.98,2011,6,Jun,Monday,12,2
558194,16237,Sleeping Cat Erasers,5,2011-06-27 12:28:00,0.21,14583,United Kingdom,1.05,2011,6,Jun,Monday,12,2
558196,23031,Drawer Knob Crackle Glaze Pink,4,2011-06-27 12:38:00,1.65,16033,United Kingdom,6.6,2011,6,Jun,Monday,12,2
558200,21908,Chocolate This Way Metal Sign,1,2011-06-27 13:00:00,2.1,15976,United Kingdom,2.1,2011,6,Jun,Monday,13,2
558200,22515,Childs Garden Spade Pink,1,2011-06-27 13:00:00,2.1,15976,United Kingdom,2.1,2011,6,Jun,Monday,13,2
558201,22759,Set Of 3 Notebooks In Parcel,96,2011-06-27 13:12:00,1.45,15838,United Kingdom,42.075,2011,6,Jun,Monday,13,2
558235,21155,Red Retrospot Peg Bag,1,2011-06-27 14:41:00,2.55,16242,United Kingdom,2.55,2011,6,Jun,Monday,14,2
558237,23280,Folding Butterfly Mirror Hot Pink,3,2011-06-27 15:04:00,0.83,12867,United Kingdom,2.49,2011,6,Jun,Monday,15,2
558314,22727,Alarm Clock Bakelike Red,24,2011-06-28 11:38:00,3.75,16672,United Kingdom,42.075,2011,6,Jun,Tuesday,11,2
558335,84971S,Small Heart Flowers Hook,24,2011-06-28 13:16:00,0.85,17442,United Kingdom,20.4,2011,6,Jun,Tuesday,13,2
558348,47566,Party Bunting,4,2011-06-28 14:50:00,4.95,17188,United Kingdom,19.8,2011,6,Jun,Tuesday,14,2
558430,85066,Cream Sweetheart Mini Chest,2,2011-06-29 12:12:00,12.75,13238,United Kingdom,25.5,2011,6,Jun,Wednesday,12,2
558437,71459,Hanging Jam Jar T-Light Holder,12,2011-06-29 12:46:00,0.85,17799,United Kingdom,10.2,2011,6,Jun,Wednesday,12,2
558437,20674,Green Polkadot Bowl,4,2011-06-29 12:46:00,1.25,17799,United Kingdom,5.0,2011,6,Jun,Wednesday,12,2
558441,21136,Painted Metal Pears Assorted,8,2011-06-29 12:59:00,1.69,14606,United Kingdom,13.52,2011,6,Jun,Wednesday,12,2
558458,22829,Sweetheart Wire Wall Tidy,1,2011-06-29 14:17:00,9.95,14527,United Kingdom,9.95,2011,6,Jun,Wednesday,14,2
558461,23013,Glass Apothecary Bottle Tonic,2,2011-06-29 15:03:00,3.95,13263,United Kingdom,7.9,2011,6,Jun,Wednesday,15,2
558532,20685,Doormat Red Retrospot,1,2011-06-30 11:32:00,7.95,15039,United Kingdom,7.95,2011,6,Jun,Thursday,11,2
558534,21232,Strawberry Ceramic Trinket Box,12,2011-06-30 11:54:00,1.25,13988,United Kingdom,15.0,2011,6,Jun,Thursday,11,2
558540,21716,Boys Vintage Tin Seaside Bucket,16,2011-06-30 12:15:00,2.55,17706,United Kingdom,40.8,2011,6,Jun,Thursday,12,2
558558,22171,3 Hook Photo Shelf Antique White,1,2011-06-30 13:17:00,8.5,17841,United Kingdom,8.5,2011,6,Jun,Thursday,13,2
558558,22366,Doormat Airmail,1,2011-06-30 13:17:00,7.95,17841,United Kingdom,7.95,2011,6,Jun,Thursday,13,2
558564,22382,Lunch Bag Spaceboy Design,10,2011-06-30 13:45:00,1.65,14057,United Kingdom,16.5,2011,6,Jun,Thursday,13,2
558564,22631,Circus Parade Lunch Box,6,2011-06-30 13:45:00,1.95,14057,United Kingdom,11.7,2011,6,Jun,Thursday,13,2
558613,22556,Plasters In Tin Circus Parade,12,2011-06-30 15:46:00,1.65,14911,EIRE,19.8,2011,6,Jun,Thursday,15,2
558629,23197,Sketchbook Magnetic Shopping List,12,2011-06-30 18:04:00,1.45,15615,United Kingdom,17.4,2011,6,Jun,Thursday,18,2
558637,22717,Card Dog And Ball,12,2011-06-30 20:08:00,0.42,17891,United Kingdom,5.04,2011,6,Jun,Thursday,20,2
558704,21892,Traditional Wooden Catch Cup Game,24,2011-07-01 12:50:00,1.25,17505,United Kingdom,30.0,2011,7,Jul,Friday,12,3
558740,22469,Heart Of Wicker Small,2,2011-07-01 15:39:00,1.65,16775,United Kingdom,3.3,2011,7,Jul,Friday,15,3
558754,22568,Feltcraft Cushion Owl,1,2011-07-03 12:10:00,3.75,15518,United Kingdom,3.75,2011,7,Jul,Sunday,12,3
558757,21609,Set 12 Lavender  Botanical T-Lights,3,2011-07-03 12:22:00,2.95,13148,United Kingdom,8.850000000000001,2011,7,Jul,Sunday,12,3
558759,21506,"Fancy Font Birthday Card,",12,2011-07-03 12:36:00,0.42,13148,United Kingdom,5.04,2011,7,Jul,Sunday,12,3
558761,21892,Traditional Wooden Catch Cup Game,2,2011-07-03 12:52:00,1.25,15033,United Kingdom,2.5,2011,7,Jul,Sunday,12,3
558861,22150,3 Stripey Mice Feltcraft,6,2011-07-04 12:19:00,1.95,13373,United Kingdom,11.7,2011,7,Jul,Monday,12,3
558861,20969,Red Floral Feltcraft Shoulder Bag,8,2011-07-04 12:19:00,3.75,13373,United Kingdom,30.0,2011,7,Jul,Monday,12,3
558873,22961,Jam Making Set Printed,24,2011-07-04 13:28:00,1.45,15290,United Kingdom,34.8,2011,7,Jul,Monday,13,3
558876,22551,Plasters In Tin Spaceboy,4,2011-07-04 13:36:00,1.65,17841,United Kingdom,6.6,2011,7,Jul,Monday,13,3
558887,47566B,Tea Time Party Bunting,4,2011-07-04 15:26:00,4.95,18265,United Kingdom,19.8,2011,7,Jul,Monday,15,3
558906,22384,Lunch Bag Pink Polkadot,3,2011-07-04 16:35:00,1.65,15555,United Kingdom,4.949999999999999,2011,7,Jul,Monday,16,3
559000,22693,Grow A Flytrap Or Sunflower In Tin,24,2011-07-05 12:15:00,1.25,14099,United Kingdom,30.0,2011,7,Jul,Tuesday,12,3
559000,23298,Spotty Bunting,2,2011-07-05 12:15:00,4.95,14099,United Kingdom,9.9,2011,7,Jul,Tuesday,12,3
559005,21907,I'M On Holiday Metal Sign,12,2011-07-05 12:39:00,2.1,13183,United Kingdom,25.200000000000003,2011,7,Jul,Tuesday,12,3
559009,23042,Paper Lantern 7 Point Snow Star,1,2011-07-05 12:47:00,6.65,15549,United Kingdom,6.65,2011,7,Jul,Tuesday,12,3
559014,21715,Girls Vintage Tin Seaside Bucket,8,2011-07-05 12:53:00,2.55,14262,United Kingdom,20.4,2011,7,Jul,Tuesday,12,3
559032,22382,Lunch Bag Spaceboy Design,100,2011-07-05 14:53:00,1.45,17511,United Kingdom,42.075,2011,7,Jul,Tuesday,14,3
559058,23245,Set Of 3 Regency Cake Tins,4,2011-07-06 09:49:00,4.95,12407,Belgium,19.8,2011,7,Jul,Wednesday,9,3
559109,85123A,White Hanging Heart T-Light Holder,3,2011-07-06 11:52:00,2.95,15021,United Kingdom,8.850000000000001,2011,7,Jul,Wednesday,11,3
559112,84944,Set Of 6 Kashmir Folkart Baubles,60,2011-07-06 11:59:00,1.65,17315,United Kingdom,42.075,2011,7,Jul,Wednesday,11,3
559122,84596F,Small Marshmallows Pink Bowl,16,2011-07-06 12:22:00,0.42,15159,United Kingdom,6.72,2011,7,Jul,Wednesday,12,3
559123,23090,Vintage Glass T-Light Holder,12,2011-07-06 12:26:00,0.83,17341,United Kingdom,9.96,2011,7,Jul,Wednesday,12,3
559133,21989,Pack Of 20 Skull Paper Napkins,2,2011-07-06 13:13:00,0.85,17861,United Kingdom,1.7,2011,7,Jul,Wednesday,13,3
559134,23209,Lunch Bag Doiley Pattern,10,2011-07-06 13:14:00,1.65,12700,France,16.5,2011,7,Jul,Wednesday,13,3
559139,22558,Clothes Pegs Retrospot Pack 24,48,2011-07-06 13:41:00,1.45,15061,United Kingdom,42.075,2011,7,Jul,Wednesday,13,3
559146,23298,Spotty Bunting,27,2011-07-06 14:18:00,4.95,12921,United Kingdom,42.075,2011,7,Jul,Wednesday,14,3
559160,23035,Drawer Knob Ceramic Ivory,6,2011-07-06 16:15:00,1.45,17293,United Kingdom,8.7,2011,7,Jul,Wednesday,16,3
559256,22383,Lunch Bag Suki Design,20,2011-07-07 12:10:00,1.65,15249,United Kingdom,33.0,2011,7,Jul,Thursday,12,3
559295,22509,Sewing Box Retrospot Design,1,2011-07-07 12:32:00,16.95,12362,Belgium,16.95,2011,7,Jul,Thursday,12,3
559298,22907,Pack Of 20 Napkins Pantry Design,12,2011-07-07 12:38:00,0.85,12471,Germany,10.2,2011,7,Jul,Thursday,12,3
559299,23203,Jumbo Bag Doiley Patterns,10,2011-07-07 12:39:00,2.08,16929,United Kingdom,20.8,2011,7,Jul,Thursday,12,3
559311,20724,Red Retrospot Charlotte Bag,20,2011-07-07 13:35:00,0.85,14459,United Kingdom,17.0,2011,7,Jul,Thursday,13,3
559315,47566,Party Bunting,50,2011-07-07 13:52:00,4.15,13456,United Kingdom,42.075,2011,7,Jul,Thursday,13,3
559317,22372,Airline Bag Vintage World Champion,1,2011-07-07 14:03:00,4.25,17611,United Kingdom,4.25,2011,7,Jul,Thursday,14,3
559341,23239,Set Of 4 Knick Knack Tins Poppies,12,2011-07-07 16:56:00,4.15,15144,United Kingdom,42.075,2011,7,Jul,Thursday,16,3
559342,21698,Mock Lobster Fridge Magnet,12,2011-07-07 16:59:00,0.85,14493,United Kingdom,10.2,2011,7,Jul,Thursday,16,3
559421,21056,Doctor'S Bag Soft Toy,5,2011-07-08 11:55:00,8.95,12648,Germany,42.075,2011,7,Jul,Friday,11,3
559421,21239,Pink  Polkadot Cup,8,2011-07-08 11:55:00,0.85,12648,Germany,6.8,2011,7,Jul,Friday,11,3
559436,23194,Gymkhana Treasure Book Box,1,2011-07-08 12:18:00,2.25,15901,United Kingdom,2.25,2011,7,Jul,Friday,12,3
559455,20984,12 Pencils Tall Tube Posy,24,2011-07-08 12:34:00,0.29,13018,United Kingdom,6.959999999999999,2011,7,Jul,Friday,12,3
559457,20931,Blue Pot Plant Candle,12,2011-07-08 12:50:00,2.95,14918,United Kingdom,35.400000000000006,2011,7,Jul,Friday,12,3
559529,84931A,Pink Scottie Dog W Flower Pattern,6,2011-07-10 12:03:00,2.55,14808,United Kingdom,15.3,2011,7,Jul,Sunday,12,3
559537,85129D,Beaded Crystal Heart Pink Small,3,2011-07-10 12:23:00,1.25,14472,United Kingdom,3.75,2011,7,Jul,Sunday,12,3
559547,47590B,Pink Happy Birthday Bunting,3,2011-07-10 15:12:00,5.45,17758,United Kingdom,16.35,2011,7,Jul,Sunday,15,3
559549,84970S,Hanging Heart Zinc T-Light Holder,2,2011-07-10 15:25:00,0.85,13230,United Kingdom,1.7,2011,7,Jul,Sunday,15,3
559552,21429,Red Gingham Rose Jewellery Box,4,2011-07-10 16:29:00,1.95,16014,United Kingdom,7.8,2011,7,Jul,Sunday,16,3
559553,22423,Regency Cakestand 3 Tier,1,2011-07-11 09:23:00,12.75,16174,United Kingdom,12.75,2011,7,Jul,Monday,9,3
559607,21394,Red Polkadot Beaker,48,2011-07-11 11:39:00,0.39,12681,France,18.72,2011,7,Jul,Monday,11,3
559653,23166,Medium Ceramic Top Storage Jar,2,2011-07-11 12:49:00,1.25,14552,United Kingdom,2.5,2011,7,Jul,Monday,12,3
559672,21901,"Key Fob , Back Door",3,2011-07-11 14:04:00,0.65,14796,United Kingdom,1.95,2011,7,Jul,Monday,14,3
559672,22964,3 Piece Spaceboy Cookie Cutter Set,1,2011-07-11 14:04:00,2.1,14796,United Kingdom,2.1,2011,7,Jul,Monday,14,3
559686,23119,Pack Of 6 Large Fruit Straws,10,2011-07-11 15:26:00,0.62,17966,United Kingdom,6.2,2011,7,Jul,Monday,15,3
559751,22995,Travel Card Wallet Suki,24,2011-07-12 11:28:00,0.42,14688,United Kingdom,10.08,2011,7,Jul,Tuesday,11,3
559806,72807C,Set/3 Vanilla Scented Candle In Box,3,2011-07-12 14:26:00,4.25,13311,United Kingdom,12.75,2011,7,Jul,Tuesday,14,3
559807,21381,Mini Wooden Happy Birthday Garland,1,2011-07-12 14:48:00,1.69,17841,United Kingdom,1.69,2011,7,Jul,Tuesday,14,3
559809,84997D,Childrens Cutlery Polkadot Pink,1,2011-07-12 14:57:00,4.15,16409,United Kingdom,4.15,2011,7,Jul,Tuesday,14,3
559814,20675,Blue Polkadot Bowl,8,2011-07-12 15:49:00,1.25,15544,United Kingdom,10.0,2011,7,Jul,Tuesday,15,3
559861,22530,Magic Drawing Slate Dolly Girl,1,2011-07-13 10:27:00,0.42,15895,United Kingdom,0.42,2011,7,Jul,Wednesday,10,3
559863,21793,Classic French Style Basket Brown,1,2011-07-13 10:33:00,3.95,15039,United Kingdom,3.95,2011,7,Jul,Wednesday,10,3
559865,23078,Ice Cream Pen Lip Gloss,72,2011-07-13 10:39:00,1.25,14409,United Kingdom,42.075,2011,7,Jul,Wednesday,10,3
559877,23126,Feltcraft Girl Amelie Kit,3,2011-07-13 11:17:00,4.95,15561,United Kingdom,14.85,2011,7,Jul,Wednesday,11,3
559894,21990,Modern Floral Stationery Set,1,2011-07-13 12:06:00,1.25,14159,United Kingdom,1.25,2011,7,Jul,Wednesday,12,3
559897,85099B,Jumbo Bag Red Retrospot,10,2011-07-13 12:18:00,2.08,16779,United Kingdom,20.8,2011,7,Jul,Wednesday,12,3
559909,22035,Vintage Caravan Greeting Card,12,2011-07-13 14:28:00,0.42,18245,United Kingdom,5.04,2011,7,Jul,Wednesday,14,3
559911,21107,Cream Slice Flannel Pink Spot,12,2011-07-13 14:39:00,2.55,13777,United Kingdom,30.6,2011,7,Jul,Wednesday,14,3
559929,46000M,Polyester Filler Pad 45X45Cm,18,2011-07-14 09:10:00,1.55,14265,Unspecified,27.9,2011,7,Jul,Thursday,9,3
559937,22661,Charlotte Bag Dolly Girl Design,10,2011-07-14 10:11:00,0.85,13577,United Kingdom,8.5,2011,7,Jul,Thursday,10,3
559984,79190A,Retro Plastic 70'S Tray,3,2011-07-14 11:45:00,0.42,16657,United Kingdom,1.26,2011,7,Jul,Thursday,11,3
559989,23196,Vintage Leaf Magnetic Notepad,12,2011-07-14 12:21:00,1.45,13319,United Kingdom,17.4,2011,7,Jul,Thursday,12,3
559989,47566,Party Bunting,8,2011-07-14 12:21:00,4.95,13319,United Kingdom,39.6,2011,7,Jul,Thursday,12,3
560035,23032,Drawer Knob Crackle Glaze Ivory,36,2011-07-14 13:41:00,1.65,17706,United Kingdom,42.075,2011,7,Jul,Thursday,13,3
560049,23032,Drawer Knob Crackle Glaze Ivory,18,2011-07-14 15:03:00,1.65,14857,United Kingdom,29.7,2011,7,Jul,Thursday,15,3
560097,21671,Red Spot Ceramic Drawer Knob,12,2011-07-14 17:40:00,1.25,13050,United Kingdom,15.0,2011,7,Jul,Thursday,17,3
560185,21975,Pack Of 60 Dinosaur Cake Cases,72,2011-07-15 11:50:00,0.55,14676,United Kingdom,39.6,2011,7,Jul,Friday,11,3
560233,84596F,Small Marshmallows Pink Bowl,8,2011-07-17 11:10:00,0.42,16813,United Kingdom,3.36,2011,7,Jul,Sunday,11,3
560239,22627,Mint Kitchen Scales,2,2011-07-17 11:50:00,8.5,13507,United Kingdom,17.0,2011,7,Jul,Sunday,11,3
560271,23163,Regency Sugar Tongs,1,2011-07-17 14:51:00,2.49,16474,United Kingdom,2.49,2011,7,Jul,Sunday,14,3
560281,22745,Poppy'S Playhouse Bedroom,1,2011-07-17 15:59:00,2.1,17984,United Kingdom,2.1,2011,7,Jul,Sunday,15,3
560359,15056N,Edwardian Parasol Natural,1,2011-07-18 11:47:00,5.95,14159,United Kingdom,5.95,2011,7,Jul,Monday,11,3
560360,21359,Relax Large Wood Letters,6,2011-07-18 11:55:00,3.95,12744,Singapore,23.700000000000003,2011,7,Jul,Monday,11,3
560360,47503A,Ass Floral Print Multi Screwdriver,24,2011-07-18 11:55:00,0.42,12744,Singapore,10.08,2011,7,Jul,Monday,11,3
